Name,Rating,Reviews,Category,Address,Website,Phone,Url
"Middle Tennessee Pediatric Dentistry","4.9","68","Pediatric dentist","40 W Caldwell St #202, Mt. Juliet, TN 37122, United States","http://www.midtennpd.com/","+1 615-758-7511","https://www.google.com/maps/place/Middle+Tennessee+Pediatric+Dentistry/data=!4m7!3m6!1s0x886415f2bc62fed3:0x77f027a507a79619!8m2!3d36.2029678!4d-86.518835!16s%2Fg%2F1tc_lwlk!19sChIJ0_5ivPIVZIgRGZanB6Un8Hc?authuser=0&hl=en&rclk=1"
"Ray & Schneider Family Dentistry","3.7","3","Dentist","776 S Main St, Ashland City, TN 37015, United States","http://www.familydentistrytn.com/","+1 615-792-4238","https://www.google.com/maps/place/Ray+%26+Schneider+Family+Dentistry/data=!4m7!3m6!1s0x8864f28106ef5727:0xedc4f7436b26ca05!8m2!3d36.2673608!4d-87.0594433!16s%2Fg%2F1tdwqv75!19sChIJJ1fvBoHyZIgRBcoma0P3xO0?authuser=0&hl=en&rclk=1"
"Foster Robert D DDS","5.0","3","Dentist","2145 Belcourt Ave, Nashville, TN 37212, United States","","+1 615-297-9115","https://www.google.com/maps/place/Foster+Robert+D+DDS/data=!4m7!3m6!1s0x886466a1073bf59d:0x10ce48d830ea35d!8m2!3d36.1367294!4d-86.8047014!16s%2Fg%2F1tdqj6dj!19sChIJnfU7B6FmZIgRXaMOg43kDAE?authuser=0&hl=en&rclk=1"
"First Impressions Pediatric Dentistry","5.0","371","Pediatric dentist","7180 Nolensville Rd Ste 1D, Nolensville, TN 37135, United States","http://www.firstimpressionskids.com/","+1 615-283-0086","https://www.google.com/maps/place/First+Impressions+Pediatric+Dentistry/data=!4m7!3m6!1s0x8864717c338f6145:0xf0c2ea7aa0fae601!8m2!3d35.9667907!4d-86.6755685!16s%2Fg%2F11hfxfqb06!19sChIJRWGPM3xxZIgRAeb6oHrqwvA?authuser=0&hl=en&rclk=1"
"McNutt Pediatric Dentistry: Timothy E McNutt, Sr, DDS","5.0","370","Dentist","3817 Bedford Ave STE 120, Nashville, TN 37215, United States","https://mcnuttdentistry.com/","+1 615-383-0171","https://www.google.com/maps/place/McNutt+Pediatric+Dentistry:+Timothy+E+McNutt,+Sr,+DDS/data=!4m7!3m6!1s0x88646475c7507285:0xa31313022e487d76!8m2!3d36.1084038!4d-86.8205444!16s%2Fg%2F1tj4hsn9!19sChIJhXJQx3VkZIgRdn1ILgITE6M?authuser=0&hl=en&rclk=1"
"Dentist","1.0","1","Dentist","Nashville, TN 37211, United States","","","https://www.google.com/maps/place/Dentist/data=!4m7!3m6!1s0x88646f6a0027a28f:0x13bd503e05c9a232!8m2!3d36.1098601!4d-86.7265439!16s%2Fg%2F11flc17bbs!19sChIJj6InAGpvZIgRMqLJBT5QvRM?authuser=0&hl=en&rclk=1"
"Pearl Pediatric Dentistry and Orthodontics","5.0","140","Pediatric dentist","820 N Mt Juliet Rd Suite 100, Mt. Juliet, TN 37122, United States","http://www.pearlpdo.com/","+1 615-301-8660","https://www.google.com/maps/place/Pearl+Pediatric+Dentistry+and+Orthodontics/data=!4m7!3m6!1s0x8864150e775c621b:0xfafb747efb7e510a!8m2!3d36.1829394!4d-86.5121996!16s%2Fg%2F11k4v44gwf!19sChIJG2Jcdw4VZIgRClF--350-_o?authuser=0&hl=en&rclk=1"
"Cumberland Pediatric Dentistry & Orthodontics of White House","4.8","757","Pediatric dentist","520 TN-76 #9, White House, TN 37188, United States","https://cpdowhitehouse.com/?utm_source=ExtNet&utm_medium=organic&utm_campaign=Yext","+1 615-672-7221","https://www.google.com/maps/place/Cumberland+Pediatric+Dentistry+%26+Orthodontics+of+White+House/data=!4m7!3m6!1s0x88644eaec8c9eaf7:0x9a827f4d48ca00b0!8m2!3d36.4704447!4d-86.667146!16s%2Fg%2F1hhgt0xkf!19sChIJ9-rJyK5OZIgRsADKSE1_gpo?authuser=0&hl=en&rclk=1"
"Tennessee Family Dental (Brentwood)","4.7","532","Dentist","6716 Nolensville Pk #120, Brentwood, TN 37027, United States","https://tnfamilydental.com/locations/brentwood/","+1 615-331-5977","https://www.google.com/maps/place/Tennessee+Family+Dental+%28Brentwood%29/data=!4m7!3m6!1s0x88647aaa02e4094d:0x581c4303cc2c0c6d!8m2!3d35.998201!4d-86.6895628!16s%2Fg%2F11r9536q3!19sChIJTQnkAqp6ZIgRbQwszANDHFg?authuser=0&hl=en&rclk=1"
"the family dentist place","5.0","1","Dentist","1005 Dr DB Todd Jr Blvd, Nashville, TN 37208, United States","","+1 615-327-6155","https://www.google.com/maps/place/the+family+dentist+place/data=!4m7!3m6!1s0x886466dcb65c36b9:0xd531409bda640a6a!8m2!3d36.1670761!4d-86.8069451!16s%2Fg%2F11g7z9v33k!19sChIJuTZcttxmZIgRagpk2ptAMdU?authuser=0&hl=en&rclk=1"
